Gene	BaseGeneMean	OutlierFactor	GeneMean	DEFacGroup1	GeneMeanGroup1	DEFacGroup2	GeneMeanGroup2	DEFacGroup3	GeneMeanGroup3	DEFacGroup4	GeneMeanGroup4	DEFacGroup5	GeneMeanGroup5	DEFacGroup6	GeneMeanGroup6
Gene156	0.216505623123487	1	0.216505623123487	1	0.216505623123487	1	0.216505623123487	1	0.216505623123487	1.24361139794526	0.269248860635609	1	0.216505623123487	1	0.216505623123487
Gene157	6.04450733300287	1	6.04450733300287	1	6.04450733300287	0.512651590647144	3.09872629894225	1	6.04450733300287	1	6.04450733300287	1	6.04450733300287	1	6.04450733300287
Gene158	0.62785007425567	1	0.62785007425567	1	0.62785007425567	1	0.62785007425567	1	0.62785007425567	1	0.62785007425567	1	0.62785007425567	1	0.62785007425567
Gene159	0.699580860283195	1	0.699580860283195	1	0.699580860283195	1	0.699580860283195	1	0.699580860283195	1	0.699580860283195	1.05294325506793	0.736618948209812	1	0.699580860283195
Gene160	6.52109017661893	1	6.52109017661893	1	6.52109017661893	1	6.52109017661893	1	6.52109017661893	1	6.52109017661893	1	6.52109017661893	1	6.52109017661893
Gene161	0.172574104367255	1	0.172574104367255	1	0.172574104367255	1	0.172574104367255	1	0.172574104367255	1	0.172574104367255	1	0.172574104367255	1	0.172574104367255
Gene162	1.63541281703178	1	1.63541281703178	1	1.63541281703178	1	1.63541281703178	1	1.63541281703178	1	1.63541281703178	1	1.63541281703178	1	1.63541281703178
Gene163	0.314518134403413	1	0.314518134403413	1	0.314518134403413	1	0.314518134403413	1	0.314518134403413	1	0.314518134403413	1.07519221800445	0.338167450531829	1	0.314518134403413
Gene164	1.39143604924027	1	1.39143604924027	1	1.39143604924027	1	1.39143604924027	1	1.39143604924027	1	1.39143604924027	1.18125552831844	1.64364152546664	1	1.39143604924027
Gene165	6.30488961001081	1	6.30488961001081	1	6.30488961001081	1	6.30488961001081	1	6.30488961001081	1	6.30488961001081	1	6.30488961001081	1	6.30488961001081
Gene166	0.781579453250976	1	0.781579453250976	1	0.781579453250976	1	0.781579453250976	1	0.781579453250976	1	0.781579453250976	1	0.781579453250976	1	0.781579453250976
Gene167	0.0225736856484061	1	0.0225736856484061	1	0.0225736856484061	1	0.0225736856484061	1	0.0225736856484061	1	0.0225736856484061	1.16906915935715	0.0263901997045748	1.26328995703869	0.0285171103729799
Gene168	0.715269394106265	1	0.715269394106265	1	0.715269394106265	1	0.715269394106265	1	0.715269394106265	1	0.715269394106265	1	0.715269394106265	1	0.715269394106265
Gene169	0.553366163472072	1	0.553366163472072	1	0.553366163472072	1	0.553366163472072	1	0.553366163472072	1	0.553366163472072	1	0.553366163472072	1	0.553366163472072
Gene170	4.5505628721245	1	4.5505628721245	1	4.5505628721245	1	4.5505628721245	1	4.5505628721245	1.03042359691253	4.68900736267113	1	4.5505628721245	1	4.5505628721245
Gene171	0.551458761983398	1	0.551458761983398	1	0.551458761983398	1	0.551458761983398	1	0.551458761983398	1	0.551458761983398	1	0.551458761983398	1	0.551458761983398
Gene172	1.92977417289227	94.6552010587137	101.365203486121	1	101.365203486121	1	101.365203486121	1	101.365203486121	1	101.365203486121	1.05863621585079	107.308875437492	1	101.365203486121
Gene173	4.75567953929758	1	4.75567953929758	2.09924117245653	9.98331829190257	1	4.75567953929758	1	4.75567953929758	1	4.75567953929758	1	4.75567953929758	1	4.75567953929758
Gene174	5.47249712344645	1	5.47249712344645	1.33962612496155	7.33110011534582	1	5.47249712344645	0.692796246809509	3.79132546779954	1	5.47249712344645	1	5.47249712344645	1	5.47249712344645
Gene175	3.74945226071555	1	3.74945226071555	1.00644356199505	3.77361208880496	1	3.74945226071555	1	3.74945226071555	1	3.74945226071555	1	3.74945226071555	1	3.74945226071555
Gene176	3.77396940952514	1	3.77396940952514	1	3.77396940952514	1	3.77396940952514	1	3.77396940952514	1	3.77396940952514	1	3.77396940952514	1	3.77396940952514
Gene177	0.00131986730232064	1	0.00131986730232064	1	0.00131986730232064	1	0.00131986730232064	1	0.00131986730232064	1	0.00131986730232064	1	0.00131986730232064	1	0.00131986730232064
Gene178	0.330194466357313	1	0.330194466357313	0.655748958868525	0.216524677537956	1	0.330194466357313	1	0.330194466357313	1	0.330194466357313	1	0.330194466357313	1	0.330194466357313
Gene179	2.30451279476235	1	2.30451279476235	1	2.30451279476235	1	2.30451279476235	1	2.30451279476235	0.892901524242786	2.0577029870803	1	2.30451279476235	1	2.30451279476235
Gene180	5.47165733184426	1	5.47165733184426	1	5.47165733184426	1	5.47165733184426	1	5.47165733184426	1	5.47165733184426	1	5.47165733184426	1	5.47165733184426
Gene181	0.52375136769062	1	0.52375136769062	1	0.52375136769062	1	0.52375136769062	1	0.52375136769062	1	0.52375136769062	1.00079535985564	0.52416793850282	1	0.52375136769062
Gene182	0.812486920412138	1	0.812486920412138	1.66775488270159	1.35502902864852	1	0.812486920412138	1	0.812486920412138	1	0.812486920412138	1	0.812486920412138	1	0.812486920412138
Gene183	0.00143617868562543	1	0.00143617868562543	1	0.00143617868562543	1	0.00143617868562543	1.28792092692593	0.00184968458402196	1	0.00143617868562543	1	0.00143617868562543	1	0.00143617868562543
Gene184	0.76192757070215	1	0.76192757070215	1	0.76192757070215	1.38762234444492	1.05726772195494	1	0.76192757070215	1	0.76192757070215	1	0.76192757070215	1	0.76192757070215
Gene185	0.0384053459818003	1	0.0384053459818003	1	0.0384053459818003	1	0.0384053459818003	1	0.0384053459818003	1.3828018243807	0.0531069824896056	1	0.0384053459818003	1	0.0384053459818003
Gene186	1.90566727257787	1	1.90566727257787	1	1.90566727257787	1	1.90566727257787	1	1.90566727257787	1	1.90566727257787	1	1.90566727257787	1	1.90566727257787
Gene187	1.50375639269529	1	1.50375639269529	1.24529112795584	1.87261449443032	1	1.50375639269529	1.31181214426561	1.97264589795473	1	1.50375639269529	1	1.50375639269529	1	1.50375639269529
Gene188	6.32055897498886	1	6.32055897498886	1	6.32055897498886	1	6.32055897498886	1	6.32055897498886	1	6.32055897498886	1	6.32055897498886	1	6.32055897498886
Gene189	1.01141596541438	1	1.01141596541438	1	1.01141596541438	1	1.01141596541438	1	1.01141596541438	1	1.01141596541438	1	1.01141596541438	1	1.01141596541438
Gene190	1.24095490997468	1	1.24095490997468	1	1.24095490997468	1	1.24095490997468	1	1.24095490997468	1	1.24095490997468	1	1.24095490997468	1	1.24095490997468
Gene191	0.762738581850558	54.4605263813534	58.3211728131336	1	58.3211728131336	1	58.3211728131336	1	58.3211728131336	1	58.3211728131336	1	58.3211728131336	1	58.3211728131336
Gene192	5.73851433738881	1	5.73851433738881	1	5.73851433738881	1	5.73851433738881	1	5.73851433738881	1	5.73851433738881	1	5.73851433738881	1	5.73851433738881
Gene193	0.263296382012446	1	0.263296382012446	1	0.263296382012446	1	0.263296382012446	1	0.263296382012446	1	0.263296382012446	1	0.263296382012446	1	0.263296382012446
Gene194	2.02413664786198	1	2.02413664786198	1	2.02413664786198	1	2.02413664786198	1	2.02413664786198	1	2.02413664786198	1	2.02413664786198	1	2.02413664786198
Gene195	1.55848080075862	1	1.55848080075862	1	1.55848080075862	1	1.55848080075862	4.18544178039782	6.522930657443	1	1.55848080075862	1	1.55848080075862	1	1.55848080075862
Gene196	0.666808443906533	1	0.666808443906533	1	0.666808443906533	1	0.666808443906533	1	0.666808443906533	1.50365429282707	1.0026493791734	1	0.666808443906533	1	0.666808443906533
Gene197	1.41555028244918	82.5022046328869	88.3506945960505	1	88.3506945960505	1	88.3506945960505	1	88.3506945960505	1	88.3506945960505	1	88.3506945960505	1	88.3506945960505
Gene198	1.45646072783694	1	1.45646072783694	1	1.45646072783694	1	1.45646072783694	1	1.45646072783694	1	1.45646072783694	1	1.45646072783694	1	1.45646072783694
Gene199	1.23143878229323	1	1.23143878229323	1	1.23143878229323	1	1.23143878229323	1	1.23143878229323	1	1.23143878229323	1	1.23143878229323	1	1.23143878229323
Gene200	1.68801807567308	1	1.68801807567308	1	1.68801807567308	1	1.68801807567308	1	1.68801807567308	1.62104920854508	2.73636036557963	1	1.68801807567308	1	1.68801807567308
